date,ticker,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,industry,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,price,dcf,marketCap,eff_tax_rate,equity_ratio,debt_to_equity,debt_to_assets,interest_coverage,gross_profit_margin,operating_margin,return_on_equity,return_on_assets,Beta,RF_rate,cost_of_debt,cost_of_equity,wacc,sector
2014,ACN,,1467373,,,2014,,31874678000,22190212000,9684466000,0.30382945358695074,0,1819136000,3582833000,5401969000,0,5401969000,27592181000,30370000.0,17621000,620743000,4701605000,0.1475028234010709,4300512000,0.13491938647976304,-2811000,4297701000,0.1348311973535858,1121743000,2941498000,0.09228322243757255,4.64,4.52,634216250,692389966,,,Information Technology Services,,4921305000,2602000,4923907000,5663334000,0,1317201000,11904442000,793444000,2395894000,397880000,2793774000,66783000,1152105000,1219904000,6026010000,0,17930452000,1064228000,330000,715704000,2348034000,4029783000,8158079000,26403000,544831000,198734000,2717068000,3487036000,0,0,11645115000,0,76000,11758131000,-871948000,-5154224000,5732035000,5732035000,17377150000,0,17377150000,69385000,26733000,-4894572000,-74092000,671301000,-994760000,-464639000,72526000,93927000,86935000,3486085000,-321870000,-740067000,0,0,5526000,-1056411000,0,558497000,-2559434000,-1254916000,90437000,-3165416000,25162000,-710580000,4921305000,5631885000,3486085000,-321870000,3164215000,8.997583800471407,8.997583800471407,1.6180224395211018,17.536370370532175,5.6286420625110365,16.29936959096616,14.794316072325845,14.794316072325845,2.177408304179131,1.6180224395211018,0.024331808263647035,9.929080626431405,8.997583800471407,,,,,0.31968156742507103,2.0315847687601347,0.6494602032341404,242.17303217751547,0.30382945358695074,0.13491938647976304,51.31681854699073,0.16405040988369954,,0.0063,0.0132,,,Technology
2013,ACN,,1467373,,,2013,,30394285000,21010110000,9384175000,0.30874800969984983,0,1835646000,3481891000,5317537000,0,5317537000,26327647000,32893000.0,14035000,593028000,4673716000,0.15376956556142052,4338680000,0.14274657225856768,614000,4339294000,0.14276677342467506,784775000,3281878000,0.10797681208819356,5.08,4.93,645536995,712763616,,,Information Technology Services,,5631885000,2525000,5634410000,4846574000,0,1363194000,11844178000,779675000,1818586000,0,1818586000,43631000,1018567000,1362412000,5022871000,0,16867049000,961851000,0,575248000,2230615000,4393276000,8160990000,25600000,517397000,174818000,2560415000,3278230000,0,0,11439220000,0,75000,10069844000,-1052746000,-4056987000,4960186000,4960186000,16399406000,0,16399406000,46156000,25600000,-5606285000,-209674000,615878000,-888538000,-213634000,-5073000,-81878000,-362085000,3303128000,-369593000,-803988000,0,0,17366000,-1156215000,-34000,515812000,-2544352000,-1121738000,84683000,-3065629000,-89925000,-1008641000,5631885000,6640526000,3303128000,-369593000,2933535000,9.583782528412804,9.583782528412804,1.5640371101032375,14.484260793564228,6.270682896637095,16.204991963346785,14.39173622490321,14.39173622490321,1.8305444215202882,1.5640371101032375,0.02359618580672147,8.971123221045156,9.583782528412804,,,,,0.29407550781408176,2.306207872043508,0.6781992510960275,306.832988956181,0.30874800969984983,0.14274657225856768,66.16441399576549,0.19457333645025873,,0.002,0.0089,,,Technology
2018,ATVI,,718877,,,2018,,7500000000,2517000000,4983000000,0.6644,1101000000,832000000,1062000000,1894000000,0,2995000000,5512000000,0.0,0,998000000,2875000000,0.38333333333333336,1988000000,0.2650666666666667,-111000000,1877000000,0.2502666666666667,64000000,1813000000,0.24173333333333333,2.38,2.35,762000000,771000000,,,Electronic Gaming & Multimedia,,4225000000,0,4225000000,1035000000,43000000,803000000,6106000000,282000000,9762000000,800000000,10562000000,0,403000000,482000000,11729000000,0,17835000000,253000000,0,0,1493000000,896000000,2642000000,2671000000,0,18000000,1147000000,3836000000,0,0,6478000000,0,0,6558000000,-601000000,5400000000,11357000000,11357000000,17835000000,0,17835000000,0,2671000000,-1554000000,20000000,209000000,-1303000000,-114000000,-65000000,-122000000,53000000,1790000000,0,0,-209000000,116000000,-137000000,-230000000,-1740000000,99000000,0,-259000000,-120000000,-2020000000,-31000000,-491000000,4229000000,4720000000,1790000000,-131000000,1659000000,3.107178019019107,3.107178019019107,4.7050961016,19.46399380143409,7.246376811594203,21.270778036166366,19.71408981117318,19.71408981117318,6.750825342145096,4.7050961016,0.007339559615283955,11.733642004173912,3.107178019019107,46.31,51.85,36446847879.0,0.034096963239211506,0.6367816091954023,0.5703971119133574,0.3632183908045977,inf,0.6644,0.2650666666666667,15.963722814123448,0.10165405102326885,1.1771991705955565,0.0151,0.022,9.734882644675853,9.07162751801508,Communication Services
2017,ATVI,,718877,,,2017,,7017000000,2501000000,4516000000,0.6435798774405016,1069000000,760000000,1378000000,2138000000,0,3207000000,5708000000,0.0,0,1199000000,2350000000,0.33490095482399884,1309000000,0.18654695738919766,-158000000,1151000000,0.16403021234145646,878000000,273000000,0.03890551517742625,0.36,0.36,754000000,766000000,,,Electronic Gaming & Multimedia,,4713000000,0,4713000000,918000000,46000000,843000000,6520000000,294000000,9763000000,1192000000,10955000000,0,459000000,440000000,12148000000,0,18668000000,323000000,0,0,1929000000,1411000000,3663000000,4390000000,0,21000000,1132000000,5543000000,0,0,9206000000,0,0,4916000000,-638000000,5184000000,9462000000,9462000000,18668000000,0,18668000000,0,4390000000,-323000000,-181000000,176000000,661000000,-165000000,85000000,220000000,85000000,2213000000,0,0,-135000000,80000000,-142000000,-197000000,-4251000000,178000000,0,-226000000,3675000000,-624000000,76000000,1468000000,4713000000,3245000000,2213000000,-155000000,2058000000,5.706398304164024,5.706398304164024,7.69473289924469,197.78000276190474,7.643790849673203,26.23612281535471,24.39852722729327,24.39852722729327,67.87716071118625,7.69473289924469,0.00418565485022979,22.83869819319149,5.706398304164024,,,,,0.5068566530962074,0.9729444092158106,0.4931433469037926,inf,0.6435798774405016,0.18654695738919766,2.8852251109701967,0.014623955431754874,,0.025699999999999997,0.0326,,,Communication Services
2016,ATVI,,718877,,,2016,,6608000000,2394000000,4214000000,0.6377118644067796,958000000,634000000,1210000000,1844000000,0,2802000000,5196000000,0.0,0,1150000000,2256000000,0.3414043583535109,1412000000,0.21368038740920098,-306000000,1106000000,0.1673728813559322,140000000,966000000,0.1461864406779661,1.3,1.28,740000000,754000000,,,Electronic Gaming & Multimedia,,3245000000,0,3245000000,732000000,49000000,804000000,4830000000,258000000,9768000000,1912000000,11680000000,0,283000000,401000000,12622000000,0,17452000000,222000000,0,0,1628000000,806000000,2656000000,4887000000,0,44000000,746000000,5677000000,0,0,8333000000,0,0,4869000000,-629000000,4879000000,9119000000,9119000000,17452000000,0,17452000000,0,4887000000,1642000000,-9000000,147000000,-258000000,84000000,-50000000,-35000000,159000000,2155000000,0,-4588000000,0,0,3411000000,-1177000000,-6104000000,106000000,0,-195000000,6693000000,500000000,-56000000,1422000000,3245000000,1823000000,2155000000,-136000000,2019000000,3.2143218269547096,3.2143218269547096,4.435744664043583,30.343064948240162,9.027322404371585,14.517781446260523,13.601578069605567,13.601578069605567,10.22024035580233,4.435744664043583,0.006652701511255036,13.720479051418438,3.2143218269547096,,,,,0.5225189090075636,0.9138063384142998,0.4774810909924364,inf,0.6377118644067796,0.21368038740920098,10.593266805570787,0.055351822140728854,,0.0165,0.0234,,,Communication Services
2015,ATVI,,718877,,,2015,,4664000000,1585000000,3079000000,0.6601629502572899,646000000,380000000,734000000,1114000000,0,1760000000,3345000000,0.0,0,494000000,1615000000,0.3462692967409949,1319000000,0.2828044596912521,-198000000,1121000000,0.2403516295025729,229000000,892000000,0.19125214408233276,1.21,1.19,728000000,739000000,,,Electronic Gaming & Multimedia,,1823000000,8000000,1831000000,679000000,128000000,749000000,3387000000,189000000,7095000000,562000000,7657000000,9000000,275000000,3734000000,11864000000,0,15251000000,284000000,0,0,1702000000,625000000,2611000000,4079000000,0,10000000,483000000,4572000000,0,0,7183000000,0,0,4096000000,-633000000,4605000000,8068000000,8068000000,15251000000,0,15251000000,17000000,4079000000,2256000000,-27000000,92000000,-242000000,-40000000,-25000000,-27000000,-17000000,1192000000,0,-46000000,-145000000,145000000,-3670000000,-3716000000,-250000000,106000000,0,-170000000,179000000,-135000000,-366000000,-3025000000,1823000000,4848000000,1192000000,-111000000,1081000000,3.1419137332672284,3.1419137332672284,5.435025728987993,28.41811659192825,6.868924889543446,23.4495467160037,21.265906040268458,21.265906040268458,9.416654018627112,5.435025728987993,0.006706389532351623,17.092854489164086,3.1419137332672284,,,,,0.5290144908530588,0.8903073872087258,0.4709855091469412,inf,0.6601629502572899,0.2828044596912521,11.056023797719385,0.058487968002098226,,0.0084,0.0153,,,Communication Services
2014,ATVI,,718877,,,2014,,4408000000,1525000000,2883000000,0.6540381125226861,571000000,417000000,712000000,1129000000,0,1700000000,3225000000,4000000.0,208000000,346000000,1535000000,0.3482304900181488,1183000000,0.2683756805807623,-202000000,981000000,0.22254990925589838,146000000,835000000,0.18942831215970962,1.14,1.13,716000000,726000000,,,Electronic Gaming & Multimedia,,4848000000,10000000,4858000000,659000000,123000000,1269000000,6909000000,157000000,7086000000,500000000,7586000000,9000000,0,85000000,7837000000,0,14746000000,325000000,0,0,1797000000,592000000,2714000000,4324000000,0,114000000,361000000,4799000000,0,0,7513000000,0,0,3374000000,-303000000,4162000000,7233000000,7233000000,14746000000,0,14746000000,19000000,4324000000,-524000000,-44000000,104000000,43000000,-177000000,-12000000,475000000,8000000,1292000000,0,0,0,21000000,-105000000,-84000000,-375000000,175000000,0,-147000000,-27000000,-374000000,-396000000,438000000,4848000000,4410000000,1292000000,-107000000,1185000000,2.068906401216646,2.068906401216646,3.3948275862068966,17.921437125748504,6.688922610015174,12.628185654008437,11.58235294117647,11.58235294117647,5.84057759764949,3.3948275862068966,0.009823313998556574,9.407426710097718,2.068906401216646,,,,,0.490505899905059,1.0387114613576662,0.509494100094941,4.697115384615385,0.6540381125226861,0.2683756805807623,11.544310797732614,0.056625525566255254,,0.0063,0.0205,,,Communication Services
2013,ATVI,,718877,,,2013,,4583000000,1531000000,3052000000,0.6659393410429849,584000000,490000000,606000000,1096000000,0,1680000000,3211000000,5000000.0,58000000,315000000,1692000000,0.36919048658084225,1372000000,0.2993672267073969,-53000000,1319000000,0.28780274929085753,309000000,1010000000,0.22037966397556186,0.96,0.95,1024000000,1035000000,,,Electronic Gaming & Multimedia,,4410000000,21000000,4431000000,515000000,171000000,1124000000,6241000000,138000000,7092000000,497000000,7589000000,9000000,0,35000000,7771000000,0,14012000000,355000000,25000000,0,1389000000,636000000,2405000000,4668000000,0,20000000,297000000,4985000000,0,0,7390000000,0,0,2686000000,68000000,3868000000,6622000000,6622000000,14012000000,0,14012000000,30000000,4693000000,283000000,161000000,108000000,-335000000,198000000,7000000,-275000000,5000000,1264000000,0,0,-26000000,402000000,-68000000,308000000,-6000000,158000000,-5830000000,-216000000,4671000000,-1223000000,102000000,451000000,4410000000,3959000000,1264000000,-74000000,1190000000,2.6690184234370284,2.6690184234370284,3.8564782893301333,17.499247524752477,8.899029126213593,14.852302521008403,13.982784810126583,13.982784810126583,8.156226429379398,3.8564782893301333,0.012221176129779836,10.613026004728132,2.6690184234370284,,,,,0.4725949186411647,1.1159770462096044,0.5274050813588352,22.655172413793103,0.6659393410429849,0.2993672267073969,15.252189670794323,0.07208107336568656,,0.002,0.0089,,,Communication Services
2018,ADM,,7084,,,2018,,64341000000,60160000000,4181000000,0.06498189334949721,0,2165000000,0,2165000000,0,2165000000,62325000000,162000000.0,364000000,941000000,3360000000,0.05222175595654404,2016000000,0.03133305357392642,44000000,2060000000,0.032016909901928785,245000000,1810000000,0.028131362583733544,3.237925,3.19,559000000,567000000,,,Farm Products,,1997000000,6000000,2003000000,3844000000,8813000000,5928000000,20588000000,9953000000,2496000000,1545000000,4041000000,5324000000,0,927000000,20245000000,0,40833000000,3545000000,690000000,98000000,501000000,6942000000,11776000000,7698000000,0,1067000000,1296000000,10061000000,0,0,21837000000,0,2560000000,18527000000,-2106000000,0,18981000000,18981000000,40818000000,0,40818000000,5330000000,8388000000,6391000000,-47000000,109000000,-7456000000,-376000000,-300000000,-6662000000,-141000000,-4784000000,-842000000,-430000000,0,13000000,7841000000,6582000000,-30000000,0,-77000000,-758000000,1052000000,187000000,0,1985000000,3843000000,1858000000,-4784000000,-842000000,-5626000000,1.3161429438596493,1.3161429438596493,0.38827045301440766,13.802049291381216,16.73803329864724,-4.440403344720939,-5.221929184239131,-5.221929184239131,4.354032479617438,0.38827045301440766,0.030342199302842165,9.337115838511906,1.3161429438596493,44.69,48.26,22451929303.0,0.11893203883495146,0.46484461097641616,1.1504662557294136,0.5347880390860333,5.214285714285714,0.06498189334949721,0.03133305357392642,9.5358516411148,0.04432689246442828,0.9325101294349785,0.0151,0.0293,7.714558170261092,5.623334982444978,Consumer Defensive
2017,ADM,,7084,,,2017,,60828000000,57322000000,3506000000,0.05763792990070362,0,1993000000,0,1993000000,0,1993000000,59315000000,106000000.0,330000000,924000000,2856000000,0.0469520615506017,1513000000,0.024873413559544946,96000000,1609000000,0.026451634115867692,7000000,1595000000,0.02622147695140396,2.863555,2.79,557000000,572000000,,,Farm Products,,804000000,0,804000000,3762000000,9173000000,6186000000,19925000000,10138000000,2374000000,1544000000,3918000000,5180000000,0,802000000,20038000000,0,39963000000,3894000000,870000000,0,789000000,7017000000,12570000000,6623000000,0,1053000000,1395000000,9071000000,0,0,21641000000,0,2398000000,17552000000,-1637000000,0,18313000000,18313000000,39954000000,0,39954000000,0,7493000000,6689000000,-714000000,66000000,316000000,73000000,181000000,260000000,24000000,2211000000,-1049000000,-272000000,-538000000,985000000,-12000000,-886000000,-835000000,0,-750000000,-730000000,1287000000,-1028000000,0,297000000,1858000000,1561000000,2211000000,-1049000000,1162000000,1.2920526249931743,1.2920526249931743,0.38898796148977444,14.834708289341693,16.169059011164276,20.362615939328744,10.701655233604702,10.701655233604702,4.663054467925126,0.38898796148977444,0.03085198858359278,10.626876653186274,1.2920526249931743,,,,,0.45824888021419813,1.181728826516682,0.541525911468108,4.554545454545455,0.05763792990070362,0.024873413559544946,8.709659804510457,0.039911918524635284,,0.025699999999999997,0.0399,,,Consumer Defensive
2016,ADM,,7084,,,2016,,62346000000,58662000000,3684000000,0.05908959676643249,0,2045000000,0,2045000000,0,2045000000,60707000000,92000000.0,293000000,900000000,3006000000,0.04821480127033009,1639000000,0.0262887755429378,183000000,1822000000,0.029224007955602604,534000000,1279000000,0.020514547845892277,2.232112,2.16,573000000,591000000,,,Farm Products,,619000000,296000000,915000000,4405000000,8831000000,6894000000,21045000000,9758000000,2246000000,1457000000,3703000000,4684000000,0,579000000,18724000000,0,39769000000,3606000000,427000000,0,1065000000,8075000000,13173000000,6504000000,0,1669000000,1242000000,9415000000,0,0,22588000000,0,2327000000,17444000000,-2598000000,0,17173000000,17173000000,39761000000,0,39761000000,4980000000,6931000000,6312000000,56000000,74000000,-585000000,-160000000,161000000,262000000,-249000000,1475000000,-882000000,-597000000,-1401000000,1659000000,10000000,-1211000000,-14000000,0,-1000000000,-701000000,1136000000,-579000000,0,-315000000,688000000,1003000000,1475000000,-882000000,593000000,1.4724562179176615,1.4724562179176615,0.40558320710711193,19.770516520953873,14.153461975028376,42.64163681332209,17.14338347816949,17.14338347816949,6.393062057847952,0.40558320710711193,0.027722312686601674,10.511806596906187,1.4724562179176615,,,,,0.4318187533003093,1.3153205613462995,0.567980084990822,5.90443686006826,0.05908959676643249,0.0262887755429378,7.447737727828568,0.032160728205386103,,0.0165,0.0288,,,Consumer Defensive
2015,ADM,,7084,,,2015,,67702000000,63682000000,4020000000,0.059377861806150484,0,2010000000,0,2010000000,0,2010000000,65692000000,71000000.0,308000000,882000000,3477000000,0.05135741927860329,2010000000,0.029688930903075242,274000000,2284000000,0.03373607869782281,438000000,1849000000,0.027310862308351305,3.107563,2.98,595000000,621000000,,,Farm Products,,910000000,438000000,1348000000,4660000000,8243000000,7578000000,21829000000,9853000000,2185000000,1503000000,3688000000,4340000000,0,447000000,18328000000,0,40157000000,3474000000,98000000,0,1152000000,8781000000,13505000000,5779000000,0,1563000000,1395000000,8737000000,0,0,22242000000,0,3180000000,16865000000,-2146000000,0,17899000000,17899000000,40141000000,0,40141000000,4778000000,5877000000,4967000000,-7000000,79000000,249000000,913000000,-774000000,-303000000,-571000000,2481000000,-1125000000,1286000000,-1084000000,1119000000,-217000000,-21000000,-994000000,0,-2040000000,-687000000,1072000000,-2649000000,0,-189000000,910000000,1099000000,2481000000,-1125000000,1356000000,1.1751074980445835,1.1751074980445835,0.3106739698605654,11.37547274607896,14.52832618025751,15.511245654498525,8.477730393994356,8.477730393994356,3.8196423724136466,0.3106739698605654,0.03266257136445128,7.477782314495254,1.1751074980445835,,,,,0.4457255273053266,1.242639253589586,0.5538760365565156,7.185064935064935,0.059377861806150484,0.029688930903075242,10.330186043913066,0.046044276215852775,,0.0084,0.0169,,,Consumer Defensive
2014,ADM,,7084,,,2014,,81201000000,76433000000,4768000000,0.05871848868856295,0,1907000000,0,1907000000,0,1907000000,78340000000,92000000.0,337000000,894000000,4356000000,0.05364465954852773,2861000000,0.035233556236992154,269000000,3130000000,0.038546323321141364,877000000,2248000000,0.027684388123298972,3.529042,3.43,637000000,656000000,,,Farm Products,,1099000000,515000000,1614000000,4638000000,9374000000,10402000000,26028000000,9960000000,2010000000,1273000000,3283000000,4377000000,0,379000000,17999000000,0,44027000000,4326000000,132000000,0,0,11144000000,15602000000,5558000000,0,1662000000,1575000000,8795000000,0,0,24397000000,0,5115000000,15701000000,-1241000000,0,19575000000,19575000000,43972000000,0,43972000000,4892000000,5690000000,4591000000,-59000000,55000000,2260000000,425000000,-94000000,-935000000,-436000000,4962000000,-894000000,-2356000000,-1344000000,1239000000,-52000000,-3407000000,-1251000000,0,-1183000000,-624000000,-519000000,-3577000000,0,-2022000000,1099000000,3121000000,4962000000,-894000000,4068000000,1.5174105083371647,1.5174105083371647,0.3657998140503196,13.213216503870107,17.50776196636481,7.301698795648968,5.986156932829505,5.986156932829505,4.749897806413803,0.3657998140503196,0.02100775924568215,7.872890427157944,1.5174105083371647,,,,,0.44461353260499237,1.2463346104725415,0.5541372339700639,9.014836795252226,0.05871848868856295,0.035233556236992154,11.484035759897829,0.05105957707770232,,0.0063,0.0132,,,Consumer Defensive
2013,ADM,,7084,,,2013,,89804000000,85915000000,3889000000,0.04330542069395572,0,1759000000,0,1759000000,0,1759000000,87674000000,102000000.0,413000000,909000000,3334000000,0.03712529508707853,2130000000,0.023718319896663845,-106000000,2024000000,0.02253797158255757,670000000,1342000000,0.014943655071043607,2.036419,2.02,659000000,663000000,,,Farm Products,,3121000000,433000000,3554000000,5098000000,11441000000,8437000000,28530000000,10137000000,562000000,197000000,759000000,3848000000,0,478000000,15222000000,0,43752000000,4513000000,1523000000,0,0,9622000000,15658000000,5347000000,0,1448000000,1105000000,7900000000,0,0,23558000000,0,6136000000,14077000000,-57000000,0,20156000000,20156000000,43714000000,0,43714000000,4281000000,6870000000,3749000000,161000000,43000000,2933000000,296000000,-291000000,-322000000,-162000000,5226000000,-913000000,-44000000,-891000000,995000000,276000000,-577000000,-275000000,0,-101000000,-501000000,-2365000000,-3242000000,0,1407000000,3121000000,1714000000,5226000000,-913000000,4313000000,1.2917785711301846,1.2917785711301846,0.2899323958810298,19.401705573546945,17.61553550411926,6.036885898377,4.982221370015308,4.982221370015308,7.215419849304422,0.2899323958810298,0.01924178245558812,8.934039855938812,1.2917785711301846,,,,,0.460687511428049,1.1687834887874577,0.538443956847687,4.653753026634383,0.04330542069395572,0.023718319896663845,6.658067076800952,0.030672883525324556,,0.002,0.0162,,,Consumer Defensive
2018,ADBE,,796343,,,2018,,9030008000,1194999000,7835009000,0.8676635723910765,1537812000,744898000,2620829000,3365727000,91101000,4994640000,6189639000,92540000.0,89242000,346492000,3229610000,0.35765306077248216,2840369000,0.31454778334637135,-46493000,2793876000,0.30939906144047713,203102000,2590774000,0.28690716553075035,5.28,5.2,490564000,497843000,,,Software—Infrastructure,,1642775000,1586187000,3228962000,1315578000,0,312499000,4857039000,1075072000,10581048000,2069001000,12650049000,0,0,186522000,13911643000,0,18768682000,186258000,0,93234000,2915974000,1105660000,4301126000,4124800000,137630000,46702000,796310000,5105442000,0,0,9406568000,0,61000,11815597000,-148130000,-2305414000,9362114000,9362114000,18768682000,0,18768682000,0,4124800000,2482025000,-468936000,609562000,943426000,-1983000,54920000,444693000,7986000,4029304000,-266579000,-6314382000,-584597000,2480263000,0,-4685295000,-1707000,190990000,-2050000000,0,1855149000,-5568000,-1738000,-663297000,1642775000,2306072000,4029304000,-266579000,3762725000,11.691755229641512,11.691755229641512,12.121755077071914,42.249746724337975,6.863909247494258,29.09049832767476,27.165869172442687,27.165869172442687,3.9403431087601013,12.121755077071914,-0,34.66101799288459,11.691755229641512,,,103572667022.0,0.07269542384844567,0.49881573996511847,1.0047482865515203,0.5011842600348815,30.269783285896775,0.8676635723910765,0.31454778334637135,27.672959333757312,0.13803707687092787,1.322690197811714,0.0151,0.022,10.936158687519345,10.51808647292458,Technology
2017,ADBE,,796343,,,2017,,7301505000,1010491000,6291014000,0.8616051074401784,1224059000,624706000,2197592000,2822298000,76562000,4122919000,5133410000,66069000.0,74402000,325997000,2538040000,0.3476050485482103,2168095000,0.2969380970087674,-30454000,2137641000,0.29276717608219127,443687000,1693954000,0.232000662877037,3.43,3.38,493632000,501123000,,,Software—Infrastructure,,2306072000,3513702000,5819774000,1217968000,0,210071000,7247813000,936976000,5821561000,385658000,6207219000,0,0,143548000,7287743000,0,14535556000,113538000,0,63746000,2405950000,944223000,3527457000,1881421000,88592000,279941000,298276000,2548230000,0,0,6075687000,0,61000,9573870000,-111821000,-1002241000,8459869000,8459869000,14535556000,0,14535556000,0,1881421000,-424651000,51605000,451451000,390715000,-187173000,-45186000,475402000,-869000,2912853000,-178122000,-459626000,-1960929000,2155800000,0,-442877000,-1960000,158351000,-1100000000,0,-240126000,-1183735000,8516000,1294757000,2306072000,1011315000,2912853000,-178122000,2734731000,10.225225908344445,10.225225908344445,11.847430314709092,51.06636406891805,5.994667487684729,31.631656524901352,29.69736944500804,29.69736944500804,4.79239380761752,11.847430314709092,-0,33.915569368489074,10.225225908344445,,,,,0.5820120675122438,0.7181774327711221,0.41798793248775623,27.84296121072014,0.8616051074401784,0.2969380970087674,20.02340698183388,0.11653864496136233,,0.025699999999999997,0.0326,,,Technology
2016,ADBE,,796343,,,2016,,5854430000,819908000,5034522000,0.8599508406454599,975987000,577710000,1910197000,2487907000,78534000,3542428000,4362336000,47340000.0,70442000,331535000,1837115000,0.3137991230572404,1493602000,0.2551233851971926,-58464000,1435138000,0.24513710130619035,266356000,1168782000,0.19964061403074254,2.35,2.32,498345000,504299000,,,Software—Infrastructure,,1011315000,3749985000,4761300000,833033000,0,245441000,5839774000,816264000,5406474000,414405000,5820879000,80439000,0,149758000,6867340000,0,12707114000,88024000,0,81475000,1945619000,696517000,2811635000,1902068000,69131000,217660000,281785000,2470644000,0,0,5282279000,0,61000,8114517000,-173602000,-516141000,7424835000,7424835000,12707114000,0,12707114000,3830424000,1902068000,890753000,24222000,349912000,320113000,-160416000,-6281000,524840000,5164000,2199728000,-203805000,-48427000,-2343655000,1635854000,0,-960033000,-108000,145697000,-1075000000,0,-161295000,-1090706000,-14234000,134755000,1011315000,876560000,2199728000,-203805000,1995923000,6.90986638086907,6.90986638086907,8.763383924651931,43.8957972915394,7.0281272509003605,25.7047079220992,23.323164386687807,23.323164386687807,4.158792985028937,8.763383924651931,-0,28.41118696978687,6.90986638086907,,,,,0.584305374139242,0.7114338567793089,0.415694625860758,19.701286164504133,0.8599508406454599,0.2551233851971926,15.741521528761245,0.09197855626383772,,0.0165,0.0234,,,Technology
2015,ADBE,,796343,,,2015,,4795511000,744317000,4051194000,0.844788803528967,862730000,531919000,1683242000,2215161000,68649000,3146540000,3890857000,28759000.0,64184000,339473000,1277438000,0.2663820393697356,903095000,0.18832091095192985,-29314000,873781000,0.18220811087702646,244230000,629551000,0.13127923176487344,1.26,1.24,498764000,507164000,,,Software—Infrastructure,,876560000,3111524000,3988084000,672006000,0,161802000,4821892000,787421000,5366881000,510007000,5876888000,80439000,0,159832000,6904580000,0,11726472000,93307000,0,34161000,1434200000,651888000,2213556000,1907231000,51094000,208209000,344802000,2511336000,0,0,4724892000,0,61000,7253431000,-169080000,-82832000,7001580000,7001580000,11726472000,0,11726472000,3191963000,1907231000,1030671000,-69657000,335859000,263705000,-79502000,22870000,320801000,-29429000,1469502000,-184936000,-826004000,-2087612000,1552415000,57779000,-1488358000,-602189000,164270000,-625000000,0,862232000,-200687000,-21297000,-240840000,876560000,1117400000,1469502000,-184936000,1284566000,6.717547353597331,6.717547353597331,9.807806759279668,74.70950756968061,7.136113368035405,36.614269099446815,32.00638393142711,32.00638393142711,7.084108903704217,9.807806759279668,-0,37.625400371681444,6.717547353597331,,,,,0.5970747211949169,0.6748322521488007,0.40292527880508305,13.16561759940172,0.844788803528967,0.18832091095192985,8.991556191602466,0.05368630906209472,,0.0084,0.0153,,,Technology
