date,ticker,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,industry,symbol,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,deferredIncomeTax,stockBasedCompensation,changeInWorkingCapital,accountsReceivables,accountsPayables,otherWorkingCapital,otherNonCashItems,netCashProvidedByOperatingActivities,investmentsInPropertyPlantAndEquipment,acquisitionsNet,purchasesOfInvestments,salesMaturitiesOfInvestments,otherInvestingActivites,netCashUsedForInvestingActivites,debtRepayment,commonStockIssued,commonStockRepurchased,dividendsPaid,otherFinancingActivites,netCashUsedProvidedByFinancingActivities,effectOfForexChangesOnCash,netChangeInCash,cashAtEndOfPeriod,cashAtBeginningOfPeriod,operatingCashFlow,capitalExpenditure,freeCashFlow,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,receivablesTurnover,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,price,dcf,marketCap,eff_tax_rate,equity_ratio,debt_to_equity,debt_to_assets,interest_coverage,gross_profit_margin,operating_margin,return_on_equity,return_on_assets,Beta,RF_rate,cost_of_debt,cost_of_equity,wacc,sector
2018,ARE,,1035443,,,2018,,1327459000,381120000,946339000,0.7128950875318937,0,90405000,0,90405000,477661000,568066000,949186000,0.0,157495000,477661000,1014468000,0.7642179532475203,378273000,0.2849602134604534,24520000,402793000,0.30343159374413825,0,379312000,0.28574291183381184,3.53,3.52,103010000,103321000,,,REIT—Office,,234181000,0,234181000,10326000,0,51639000,296146000,95811000,0,0,0,1168920000,0,12904079000,14168810000,0,14464956000,491421000,208000000,0,0,-86609000,612812000,5478255000,250923000,0,239038000,5968216000,0,134808000,6581028000,64336000,1110000,0,-10435000,7286954000,7341965000,7341965000,13922993000,0,13922993000,0,5686255000,5452074000,0,35019000,-55593000,435000,21909000,-57088000,-266060000,570339000,0,-83338000,-235943000,103679000,-1946158000,-2161760000,-4939888000,1293301000,-13976000,-385839000,5634835000,1588433000,-2068000,-5056000,272130000,277186000,570339000,-1944158000,570339000,1.8149601178711696,1.8149601178711696,10.038256294021886,35.13037726675138,128.55500677900446,23.363953125783087,23.363953125783087,23.363953125783087,4.693868496571231,10.038256294021886,0.02895521054737214,18.50965004495558,1.8149601178711696,,,19946547262.0,0.0,0.5075691208462715,0.8963578551518565,0.45496356850307734,2.557497063398838,0.7128950875318937,0.2849602134604534,5.166355328580292,0.026222824321069486,0.6555277623993153,0.0151,0.0351,5.427597330293406,4.231352199017812,Real Estate
2017,ARE,,1035443,,,2017,,1124511000,325609000,798902000,0.7104439174005412,0,75009000,0,75009000,416783000,491792000,817401000,2257000.0,128645000,416783000,714521000,0.6354059675716822,307110000,0.27310537647030575,-112906000,194204000,0.17270084507843855,0,169093000,0.1503702498241458,1.59,1.58,91546000,92063000,,,REIT—Office,,254381000,0,254381000,10876000,0,33777000,299034000,43143000,0,0,0,672254000,0,11089522000,11804919000,0,12103953000,349884000,50000000,0,0,49645000,449529000,4764807000,248924000,0,169033000,5182764000,0,88184000,5632293000,74386000,998000,0,50024000,5824258000,5949666000,5949666000,11581959000,0,11581959000,0,4814807000,4560426000,0,25610000,-56347000,-502000,25573000,-63196000,-104814000,450325000,0,-39591000,-171881000,30483000,-1557137000,-1738126000,-4432240000,1275397000,-148284000,-321750000,5042304000,1415427000,1723000,129349000,254381000,125032000,450325000,-1553837000,450325000,1.9348833195006239,1.9348833195006239,10.237258239359154,68.08034336134554,103.39380286870173,25.563558541053684,25.563558541053684,25.563558541053684,8.084065577232693,10.237258239359154,0.027949316314552334,22.493860222442727,1.9348833195006239,,,,,0.4915473482092999,0.9466570056201474,0.4653267407763398,1.492067317035252,0.7104439174005412,0.27310537647030575,2.842058697076441,0.013970064160031024,,0.025699999999999997,0.0994,,,Real Estate
2016,ARE,,1035443,,,2016,,897893000,278408000,619485000,0.6899318738424289,0,63884000,0,63884000,313390000,377274000,655682000,6680000.0,106953000,313390000,354442000,0.39474859476574603,242211000,0.2697548594320259,-292010000,-49799000,-0.05546206507902389,0,-65901000,-0.0733951595568737,-0.8659448379170335,-0.8659448379170335,76103000,76103000,,,REIT—Office,,125032000,0,125032000,10438000,0,26058000,161528000,32730000,0,0,0,429995000,0,9730635000,10193360000,0,10354888000,366174000,28000000,0,0,55596000,449770000,4164025000,231416000,0,138706000,4534147000,0,59509000,4983917000,216914000,877000,0,5355000,4672650000,4895796000,4895796000,9879713000,0,9879713000,0,4192025000,4066993000,0,25433000,-42642000,-285000,5322000,-36259000,162221000,392501000,0,-11529000,-102284000,38946000,-1421761000,-1496628000,-4750903000,1432177000,-206826000,-262761000,4893834000,1105521000,-1460000,-66000,125032000,125098000,392501000,-1436509000,392501000,1.7434780292277499,1.7434780292277499,9.506380784326307,-129.5232661352802,86.0215558536118,21.746983476681844,21.746983476681844,21.746983476681844,-12.785516639267756,9.506380784326307,0.030783720977898495,35.556468368819445,1.7434780292277499,,,,,0.47280047838276956,1.0179993202331143,0.48131056559955065,-0.5280730788290183,0.6899318738424289,0.2697548594320259,-1.3460732432478804,-0.00636424073345844,,0.0165,0.21650000000000003,,,Real Estate
2015,ARE,,1035443,,,2015,,819554000,261232000,558322000,0.6812510218972758,0,59621000,0,59621000,261289000,320910000,582142000,4978000.0,105813000,261289000,511319000,0.6238990963377642,237412000,0.28968438931418794,-91255000,146157000,0.17833724196331174,0,144217000,0.17597010081092887,1.63,1.63,71529000,71529000,,,REIT—Office,,125098000,0,125098000,27115000,0,46523000,198736000,13682000,0,0,0,480677000,0,8218025000,8712384000,0,8911120000,239838000,151000000,0,0,-78904000,311934000,3965795000,211605000,0,142040000,4319440000,0,26018000,4631374000,367163000,725000,0,49191000,3558008000,3975087000,3975087000,8606461000,0,8606461000,0,4116795000,3991697000,0,17512000,-30627000,7000,43800000,-65355000,-49780000,342611000,0,-9027000,-95945000,67136000,-684559000,-722395000,-2412815000,78463000,0,-243090000,2996568000,419126000,-255000,39087000,125098000,86011000,342611000,-683340000,342611000,1.4247905118702309,1.4247905118702309,6.910668780164212,39.27183509197044,30.2251152498617,16.53089434215101,16.53089434215101,16.53089434215101,3.6436115179841644,6.910668780164212,0.042920961376670244,18.883247525436566,1.4247905118702309,,,,,0.4460816373250501,1.1651000342885578,0.5197297309429117,1.3342311436212941,0.6812510218972758,0.28968438931418794,3.6280212231832913,0.016183936474876336,,0.0084,0.0821,,,Real Estate
2014,ARE,,1035443,,,2014,,720394000,219164000,501230000,0.6957720358581554,0,53530000,0,53530000,224096000,277626000,496790000,4157000.0,79299000,224096000,404969000,0.5621493238422308,223604000,0.31039125811708596,-118059000,105545000,0.14651010419298327,0,101574000,0.14099784284710867,1.01,1.01,71170000,71170000,,,REIT—Office,,86011000,0,86011000,10548000,0,26884000,123443000,0,0,0,0,236389000,0,7776204000,8012593000,0,8136036000,127828000,304000000,0,0,-144059000,287769000,3678579000,193699000,0,80746000,3953024000,0,8810000,4240793000,367163000,715000,0,-628000,3461189000,3828439000,3828439000,8069232000,0,8069232000,0,3982579000,3896568000,0,13996000,-15628000,-673000,26652000,-34141000,10287000,334325000,0,-70758000,-60230000,18973000,-522814000,-634829000,-1424051000,0,-14414000,-228271000,1998048000,331312000,-2493000,28315000,86011000,57696000,334325000,-544080000,334325000,1.812879389751802,1.812879389751802,9.634308667232098,68.32947563374486,68.29673871824042,20.75973426462873,20.75973426462873,20.75973426462873,6.307739816064956,9.634308667232098,0.03288971408142494,26.76023635888673,1.812879389751802,,,,,0.47055335055056297,1.107708128561014,0.5212357713264789,1.2785533234971438,0.6957720358581554,0.31039125811708596,2.6531440098692967,0.012484458033371533,,0.0063,0.08,,,Real Estate
2013,ARE,,1035443,,,2013,,620992000,189039000,431953000,0.6955854503761724,0,48520000,0,48520000,189123000,237643000,426682000,4589000.0,67952000,190778000,394947000,0.6359937004019376,194310000,0.3129025816757704,-54961000,139349000,0.22439741574770689,0,136217000,0.21935387251365557,1.6,1.6,68038000,68038000,,,REIT—Office,,57696000,0,57696000,9918000,0,27709000,95323000,0,0,0,0,140288000,0,7294153000,7434441000,0,7529764000,98037000,204000000,0,0,-57905000,244132000,3061061000,188241000,0,71833000,3321135000,0,11405000,3565267000,380000000,712000,0,-36204000,3572281000,3916789000,3916789000,7482056000,0,7482056000,0,3265061000,3207365000,0,15552000,-4785000,-1519000,56958000,-53926000,-25035000,312727000,0,-17987000,-36078000,16525000,-553835000,-591375000,-1377219000,534469000,-384000,-194961000,1235665000,197570000,-2197000,-83275000,57696000,140971000,312727000,-561490000,312727000,1.2029321722461945,1.2029321722461945,7.587266019530042,34.58915920920296,62.612623512805,15.066276656636619,15.066276656636619,15.066276656636619,3.052532254342645,7.587266019530042,0.04137866044914591,20.05078276325684,1.2029321722461945,,,,,0.5201742046629881,0.9102525053047279,0.4734898729893792,1.9831645867671297,0.6955854503761724,0.3129025816757704,3.4777722261781268,0.01809047401751237,,0.002,0.0475,,,Real Estate
2018,ALGN,,1097149,,,2018,,1966492000,518625000,1447867000,0.7362689499881007,128899000,852404000,0,852404000,0,981303000,1499928000,8576000.0,0,54727000,512685000,0.26071044275796695,466564000,0.23725700384237516,87000,466651000,0.23730124505973074,57723000,400235000,0.2035273980265366,5.0,4.92,80064000,81357000,,,Medical Devices,,636899000,98460000,735359000,439009000,55641000,72470000,1302479000,521329000,64029000,17920000,81949000,64887000,64689000,17125000,749979000,0,2052458000,64256000,0,12028000,405577000,210212000,692073000,0,0,0,107494000,107494000,0,0,799567000,0,8000,378143000,-2774000,877514000,1252891000,1252891000,2052458000,0,2052458000,163347000,0,-636899000,-15680000,70763000,18691000,-109224000,25045000,136399000,25945000,554681000,-223312000,-5000000,-180191000,384665000,30765000,6927000,0,16635000,-300002000,0,-86067000,-369434000,-4733000,187441000,637566000,450125000,554681000,-223312000,331369000,14.878629716483877,14.878629716483877,9.479469666856106,46.5758898250158,4.4793888052408946,56.2554169645175,33.607246803325154,33.607246803325154,2.0998238869512407,9.479469666856106,-0,35.117864310668736,14.878629716483877,,,16188938581.0,0.12369629551849241,0.6104344157103336,0.638177622794002,0.38956558428966637,inf,0.7362689499881007,0.23725700384237516,31.944917794125743,0.1950027722857179,1.3663716976773348,0.0151,0.022,11.296823811053603,11.296823811053603,Healthcare
2017,ALGN,,1097149,,,2017,,1473413000,356466000,1116947000,0.7580678329836916,97559000,665777000,0,665777000,0,763336000,1119802000,0.0,0,37739000,399319000,0.2710163409716081,353611000,0.23999448898577655,11188000,364799000,0.24758774355866278,130162000,231418000,0.15706254797534702,2.89,2.83,80085000,81832000,,,Medical Devices,,449511000,272031000,721542000,322825000,31688000,80948000,1157003000,348793000,64614000,24454000,89068000,94554000,50059000,38379000,620853000,0,1777856000,36776000,0,17908000,266842000,176290000,497816000,0,0,0,129670000,129670000,0,0,627486000,0,8000,263356000,571000,886435000,1150370000,1150370000,1777856000,0,1777856000,366585000,0,-449511000,17572000,58854000,75890000,-90990000,8175000,79662000,17066000,438539000,-195695000,-21717000,-390244000,388776000,-29433000,-248313000,0,14461000,-103793000,0,-46168000,-135500000,5510000,60236000,449511000,389275000,438539000,-195695000,242844000,18.802086047846345,18.802086047846345,14.679764415585447,93.46444843037706,4.56412297684504,89.06687308255917,49.32139610584463,49.32139610584463,4.214849333148682,14.679764415585447,-0,53.03991226778841,18.802086047846345,,,,,0.6470546545951978,0.5454645027252102,0.3529453454048022,inf,0.7580678329836916,0.23999448898577655,20.11683197579909,0.1301668976565031,,0.025699999999999997,0.0326,,,Healthcare
2016,ALGN,,1097149,,,2016,,1079874000,264580000,815294000,0.7549899340108198,75720000,490653000,0,490653000,0,566373000,830953000,0.0,0,24002000,264884000,0.24529158031399959,248921000,0.23050930015909263,-6355000,242566000,0.22462435432281913,51200000,189682000,0.1756519742118062,2.38,2.33,79856000,81484000,,,Medical Devices,,389275000,250981000,640256000,247415000,27131000,38176000,952978000,175167000,61044000,20954000,81998000,104844000,67844000,13320000,443173000,0,1396151000,28596000,0,9242000,191407000,125090000,354335000,0,0,0,46427000,46427000,0,0,400762000,0,8000,131448000,-938000,864871000,995389000,995389000,1396151000,0,1396151000,355825000,0,-389275000,-513000,54148000,-16607000,-94444000,-3395000,60656000,-3058000,247654000,-70576000,-46745000,-405612000,603992000,-8211000,72848000,0,13778000,-96218000,0,-13084000,-95524000,-3417000,221561000,389275000,167714000,247654000,-70576000,177078000,7.218728709590321,7.218728709590321,6.653964399096932,37.88152355790428,4.36462623527272,40.57784225883735,29.014040360787227,29.014040360787227,1.7034108824655632,6.653964399096932,-0,25.657148606599115,7.218728709590321,,,,,0.7129522522993573,0.4026184737826116,0.2870477477006427,inf,0.7549899340108198,0.23050930015909263,19.056067527368697,0.13586066263606159,,0.0165,0.0234,,,Healthcare
2015,ALGN,,1097149,,,2015,,845486000,205376000,640110000,0.7570911877902177,61237000,390239000,0,390239000,0,451476000,656852000,0.0,0,18004000,204105000,0.24140553480483415,188634000,0.2231071833241473,-2533000,186101000,0.22011127327951024,42081000,144020000,0.17033989918224549,1.8,1.77,79998000,81521000,,,Medical Devices,,167714000,359581000,527295000,158550000,19465000,26700000,732010000,136473000,61074000,18088000,79162000,151370000,51416000,8202000,426623000,0,1158633000,48188000,0,7447000,129553000,86484000,271672000,0,0,0,39035000,39035000,0,0,310707000,0,8000,27391000,-980000,821507000,847926000,847926000,1158633000,0,1158633000,510951000,0,-167714000,-1200000,52943000,20827000,-40775000,7575000,41854000,3403000,237997000,-53451000,0,-447092000,334136000,46000,-166361000,0,11325000,-101791000,0,-10320000,-100786000,-3007000,-32157000,167714000,199871000,237997000,-53451000,184546000,6.240011123613616,6.240011123613616,6.258019259930028,36.738422941266485,5.332614317250079,28.670725304266686,22.231657004084923,22.231657004084923,1.654946910196722,6.258019259930028,-0,25.101558864315916,6.240011123613616,,,,,0.7318331171302733,0.36643174050565736,0.2681668828697267,inf,0.7570911877902177,0.2231071833241473,16.984972745263146,0.12430165548538666,,0.0084,0.0153,,,Healthcare
2014,ALGN,,1097149,,,2014,,761653000,183210000,578443000,0.75945739070154,52799000,114806000,217262000,332068000,0,384867000,568077000,0.0,0,17856000,208225000,0.27338564937051385,193576000,0.25415248151060915,-3207000,190369000,0.249941902677466,44537000,145832000,0.19146776813063165,1.81,1.77,80754000,82283000,,,Medical Devices,,199871000,254787000,454658000,129751000,15928000,56823000,657160000,90125000,61369000,20687000,82056000,147892000,3099000,7665000,330837000,0,987997000,28983000,0,7483000,90684000,74661000,201811000,0,0,0,33415000,33415000,0,0,235226000,0,8000,-30507000,-140000,783410000,752771000,752771000,987997000,0,987997000,402679000,0,-199871000,25481000,39823000,9194000,-27229000,2887000,15767000,-11287000,226899000,-24092000,0,-437152000,259800000,-183000,-201627000,0,18028000,-98233000,0,13785000,-66420000,-1934000,-43082000,199871000,242953000,226899000,-24092000,202807000,5.6909732646406415,5.6909732646406415,5.624608102898302,29.37626608286796,5.8701127544296385,21.123529441275696,18.880645729583648,18.880645729583648,1.335811149833728,5.624608102898302,-0,19.614016738608715,5.6909732646406415,,,,,0.7619162811223111,0.31248015664790485,0.2380837188776889,inf,0.75945739070154,0.25415248151060915,19.372691030871277,0.14760368705572993,,0.0063,0.0132,,,Healthcare
2013,ALGN,,1097149,,,2013,,660206000,162100000,498106000,0.7544705743358892,44083000,112752000,180046000,292798000,0,336881000,498981000,0.0,0,16825000,109964000,0.16656013426112456,94212000,0.14270091456303033,-1073000,93139000,0.1410756642623666,28844000,64295000,0.09738627034592233,0.8,0.78,80551000,82589000,,,Medical Devices,,242953000,127040000,369993000,113250000,13968000,47465000,544676000,75743000,61623000,23739000,85362000,101978000,15766000,8622000,287471000,0,832147000,20482000,0,7420000,77275000,70161000,175338000,0,0,0,22839000,22839000,0,0,198177000,0,8000,-95910000,294000,729578000,633970000,633970000,832147000,0,832147000,229018000,0,-242953000,21204000,26438000,13162000,-11981000,-186000,14901000,44052000,185976000,-19412000,-7652000,-303917000,122658000,-2411000,-210734000,0,34196000,-95107000,0,22740000,-38171000,-504000,-63433000,242953000,306386000,185976000,-19412000,166564000,7.43162630240658,7.43162630240658,7.136300074426316,73.278297331623,5.829633554083885,28.285992933267092,25.333527589241086,25.333527589241086,3.3237682378390776,7.136300074426316,,40.635800143107744,7.43162630240658,,,,,0.7618485676208651,0.31259681057463284,0.23815143237913494,inf,0.7544705743358892,0.14270091456303033,10.141647081092167,0.07726399302046394,,0.002,0.0089,,,Healthcare
2018,ALLE,,1579241,,,2018,,2731700000,1558400000,1173300000,0.4295127576234579,0,0,647500000,647500000,0,647500000,2205900000,800000.0,54000000,86200000,614900000,0.2250979243694403,525800000,0.19248087271662334,-50600000,475200000,0.17395760881502362,39800000,434900000,0.1592048907273859,4.58,4.54,95000000,95700000,,,Security & Protection Services,,283800000,0,283800000,340300000,280300000,27200000,931600000,276700000,883000000,547100000,1430100000,0,84600000,87200000,1878600000,0,2810200000,235000000,35300000,20200000,0,230300000,520800000,1409500000,0,115900000,110000000,1635400000,0,0,2156200000,0,900000,873600000,-223500000,0,651000000,651000000,2807200000,0,2807200000,0,1444800000,1161000000,-64400000,19600000,-11000000,-8600000,33900000,-63800000,-8000000,457800000,0,-376100000,-14300000,0,-53400000,-443800000,-150500000,3200000,-67300000,-79400000,110600000,-183400000,-6200000,-175600000,290600000,466200000,457800000,-49100000,408700000,12.536790094470046,12.536790094470046,2.987681792107479,18.766268915842723,8.407817790089258,19.969293739907023,17.827545547182176,17.827545547182176,5.672273455313581,2.987681792107479,0.009728662992528895,15.160921046511628,12.536790094470046,85.91,88.9,7002109007.0,0.08375420875420875,0.2316561098854174,3.3121351766513056,0.7672763504376913,8.785185185185185,0.4295127576234579,0.19248087271662334,66.80491551459293,0.15475766849334566,1.0171556408853621,0.0151,0.022,8.413450926640559,6.977821577900251,Industrials
2017,ALLE,,1579241,,,2017,,2408200000,1337500000,1070700000,0.4446059297400548,0,0,582500000,582500000,0,582500000,1920000000,1200000.0,105700000,66900000,564900000,0.23457354040362097,488200000,0.20272402624366748,-92500000,395700000,0.16431359521634414,119000000,273300000,0.11348725188937796,2.87,2.85,95100000,96000000,,,Security & Protection Services,,466200000,0,466200000,308800000,239800000,17900000,1032700000,252200000,761200000,394300000,1155500000,0,35400000,66200000,1509300000,0,2542000000,188300000,35000000,18200000,0,219300000,460800000,1442300000,0,123600000,109800000,1675700000,0,0,2136500000,0,1000000,544400000,-152900000,9100000,401600000,401600000,2538100000,0,2538100000,0,1477300000,1011100000,24900000,16200000,-28200000,-22700000,400000,53600000,-9300000,347200000,0,-4000000,0,0,-46200000,-50200000,-1653600000,7200000,-60000000,-60900000,1616400000,-150900000,7700000,153800000,466200000,312400000,347200000,-49300000,297900000,20.232430847211152,20.232430847211152,3.374032151914293,29.73049479780461,8.119352663519892,27.275408621148035,23.402489136635943,23.402489136635943,8.995768550019786,3.374032151914293,0.007495067075231017,16.17356032614622,20.232430847211152,,,,,0.15798583792289536,5.319970119521912,0.8404799370574351,3.7322611163670767,0.4446059297400548,0.20272402624366748,68.05278884462152,0.10751376868607396,,0.025699999999999997,0.04189999999999999,,,Industrials
2016,ALLE,,1579241,,,2016,,2238000000,1252700000,985300000,0.4402591599642538,0,0,559800000,559800000,0,559800000,1812500000,1900000.0,64300000,66900000,424100000,0.18949955317247544,425500000,0.19012511170688115,-130500000,295000000,0.13181411974977658,63800000,229100000,0.10236818588025022,2.39,2.36,95800000,96900000,,,Security & Protection Services,,312400000,0,312400000,271900000,220600000,24400000,829300000,226600000,716800000,357400000,1074200000,0,72300000,45000000,1418100000,0,2247400000,179900000,48200000,2700000,0,198800000,429600000,1415600000,0,118700000,167100000,1701400000,0,0,2131000000,0,1000000,376600000,-264300000,0,113300000,113300000,2244300000,0,2244300000,0,1463800000,1151400000,6300000,16600000,-5900000,-19800000,3400000,79400000,62400000,377500000,0,-35700000,0,14100000,-42400000,-64000000,-47000000,5800000,-85100000,-46000000,-23700000,-196000000,-4800000,112700000,312400000,199700000,377500000,-42500000,335000000,55.6705352651368,55.6705352651368,2.818351941706881,27.53152180506329,8.607692307692307,18.82827356877612,16.70853416037086,16.70853416037086,8.391726977171693,2.818351941706881,0.007292938055857375,17.58753040683801,55.6705352651368,,,,,0.05041381151552905,18.80847308031774,0.9482068167660408,4.558320373250389,0.4402591599642538,0.19012511170688115,202.20653133274493,0.10194001957817923,,0.0165,0.0307,,,Industrials
2015,ALLE,,1579241,,,2015,,2068100000,1199000000,869100000,0.4202408007349741,0,0,510500000,510500000,0,510500000,1709500000,1500000.0,52900000,53200000,314600000,0.15212030366036458,358600000,0.1733958706058701,-149300000,209300000,0.10120400367487066,54600000,153900000,0.0744161307480296,1.6,1.59,95900000,96900000,,,Security & Protection Services,,199700000,0,199700000,303400000,204100000,27900000,735100000,224800000,714100000,372400000,1086500000,0,91900000,147000000,1550200000,0,2285300000,175100000,65600000,0,0,206400000,447100000,1479800000,0,120000000,208700000,1808500000,0,0,2255600000,0,1000000,232400000,-232200000,24400000,25600000,25600000,2281200000,0,2281200000,0,1545400000,1345700000,-2000000,14600000,-41500000,-13500000,-14700000,49500000,78000000,257000000,0,-511200000,0,12300000,-34900000,-533800000,-440500000,11000000,-30000000,-38300000,692800000,195000000,-9000000,-90800000,199700000,290500000,257000000,-35200000,221800000,226.86344274453123,226.86344274453123,2.808231775184952,37.73686896855101,6.81641397495056,26.18441900027051,22.598070561322956,22.598070561322956,11.514367591740509,2.808231775184952,0.006594688557577507,22.667209581246023,226.86344274453123,,,,,0.0112020303680042,88.109375,0.9870038944558701,3.9281663516068055,0.4202408007349741,0.1733958706058701,601.171875,0.06734345600140025,,0.0084,0.024599999999999997,,,Industrials
2014,ALLE,,1579241,,,2014,,2118300000,1264600000,853700000,0.40301184912429777,0,0,527400000,527400000,0,527400000,1792000000,1100000.0,53800000,48800000,362000000,0.17089175282065808,326300000,0.15403861587121748,-58400000,267900000,0.12646933862059198,84200000,175200000,0.0827078317518765,1.82,1.82,96100000,97200000,,,Security & Protection Services,,290500000,0,290500000,441000000,179500000,62800000,973800000,211200000,506000000,125700000,631700000,0,72300000,126900000,1042100000,0,2015900000,249500000,49600000,0,0,232200000,531300000,1215000000,0,58000000,193100000,1466100000,0,0,1997400000,0,1000000,142400000,-148200000,0,-4800000,-4800000,1992600000,0,1992600000,0,1264600000,974100000,17200000,13100000,-14300000,-8000000,43400000,26500000,7400000,255900000,0,-24000000,0,0,-10800000,-34800000,-1012300000,14100000,-50300000,-30000000,928500000,-150000000,-8000000,63100000,290500000,227400000,255900000,-51500000,204400000,-1081.3251742979166,-1081.3251742979166,2.4502482352027566,29.625347241038813,9.194010416666666,25.393154778033267,20.282769975107463,20.282769975107463,9.058211485408304,2.4502482352027566,0.005779944968041646,17.028897338756906,-1081.3251742979166,,,,,-0.0023810704896076195,-416.125,0.9908229574879707,4.95910780669145,0.40301184912429777,0.15403861587121748,-3650.0,0.0869090728706781,,0.0063,0.0205,,,Industrials
2013,ALLE,,1579241,,,2013,,2093500000,1233900000,859600000,0.41060425125388106,0,0,486200000,486200000,0,486200000,1720100000,800000.0,10200000,46100000,261500000,0.1249104370671125,235800000,0.11263434439933126,-17300000,218500000,0.10437067112491044,174200000,31000000,0.014807738237401481,0.32,0.32,96000000,96100000,,,Security & Protection Services,,227400000,0,227400000,424900000,155800000,115100000,923200000,203000000,504900000,146100000,651000000,0,0,202700000,1056700000,0,1979900000,211300000,71900000,0,0,207300000,490500000,1272000000,0,86700000,186400000,1545100000,0,0,2035600000,0,1000000,400000,-96600000,8400000,-86800000,-86800000,1948800000,0,1948800000,0,1343900000,1116500000,16800000,0,31000000,26800000,-16700000,-3300000,85700000,223900000,0,0,0,0,-18700000,-18700000,0,1300000,0,0,-293700000,-292400000,-2900000,-90100000,227400000,317500000,223900000,-20200000,203700000,-54.65806252534562,-54.65806252534562,2.2923849184383456,146.8829667863777,7.96,23.290720801178203,21.189458808396605,21.189458808396605,44.864030580630796,2.2923849184383456,,24.83398231864407,-54.65806252534562,,,,,-0.0438405980100005,-23.451612903225808,1.0281327339764634,21.34313725490196,0.41060425125388106,0.11263434439933126,-35.714285714285715,0.015657356432143037,,0.002,0.0089,,,Industrials
